Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Potato,265154.01,2515605.99,17.3,866.17,11.5
Potato,65955.62,592004.38,15.29,341.6,2.69
Wheat,249906.74,675143.26,35.48,1775.02,10.69
Rice,288473,601427,34.06,2405.22,10.05
Rice,275854.16,706445.84,24.94,535.06,10.65
Potato,364896.25,2188103.75,23.8,1959.88,10.76
Cotton,96066.85,342283.15,32.96,637.12,3.01
Rice,224141.6,734618.4,27.01,2042.63,9.46
Potato,217988.11,1842051.89,23.32,1115.26,8.34
Rice,303967.26,767872.74,19.05,1866.54,10.61
Cotton,162744.14,896555.86,15.43,2337.82,6.14
Sugarcane,108379.42,1189595.58,28.65,1664.31,5.25
Potato,195223.63,1897456.37,35.13,2325.54,8.85
Maize,77306.45,263073.55,32.89,817.05,3.6
Maize,354175.27,559144.73,31.5,2451.89,9.93
Potato,85097.96,836982.04,38.01,2220.27,3.79
Wheat,28160.53,57309.47,23.05,536.66,1
Sugarcane,130449.88,1551685.12,15.84,1209.79,6.84
Wheat,270492.05,530447.95,14.85,2339.46,10.11
Maize,181919.02,619260.98,38.74,471.85,8.44
Cotton,274774.9,1947775.1,28.49,1298.28,11.88
Potato,74878.52,428521.48,34.7,1891.91,2.12
Rice,138980.37,279019.63,27,373.58,4.46
Maize,139833.34,284966.66,23.16,1956.23,4.87
Sugarcane,35786.99,252193.01,17.61,1094.65,1.17
Maize,20669.54,75630.46,35.98,848.62,0.99
Sugarcane,25107.36,180797.64,13.78,1567.14,0.84
Sugarcane,149965.25,1119484.75,37.21,1497.53,5.2
Potato,236372.66,2229627.34,17.74,2222.67,10.21
Sugarcane,287939.81,1842510.19,12.27,1787.21,8.66
Wheat,179841.81,208238.19,14.91,1228.1,5.64
Cotton,96614.35,450635.65,36.74,1730.3,3.54
Maize,22171.67,33988.33,14.06,1950.33,0.68
Cotton,84637.2,394962.8,21.95,2362.12,2.52
Rice,128152.45,354307.55,19.01,1849.38,4.95
Maize,88827.08,412472.92,13.03,1496.52,4.76
Cotton,98289.43,374160.57,26.88,1120.56,3.48
Cotton,299417.12,1781232.88,39.95,2261.26,11.97
Potato,180133.64,1225426.36,35.88,2043.54,5.64
Potato,88047.02,781832.98,16.73,469.8,3.58
Rice,112353.7,349646.3,36.76,1838.99,5.18
Sugarcane,95503.25,808056.75,24.65,1485.25,3.71
Maize,116174.64,323565.36,19.65,528.02,4.55
Potato,41304.89,428135.11,29.93,1542.91,1.95
Maize,14750.19,37269.81,18.07,723.51,0.51
Rice,189821.87,410558.13,36.63,1857.92,6.15
Potato,165381.4,1322738.6,29.48,912.61,6.13
Potato,52245.92,502394.08,15.81,630.76,2.31
Sugarcane,333616.28,2143543.72,27.98,480.34,10.08
Maize,74189.14,187890.86,26.29,1379.76,2.71
Maize,313394.09,630165.91,25.2,739.2,9.36
Maize,57790.25,203389.75,22.22,2181.28,2.69
Sugarcane,77492.22,845667.78,25.28,306.6,3.73
Potato,95061.54,811418.46,28.41,2156.01,3.6
Rice,86217.44,262262.56,32.54,1446.4,3.14
Maize,334634.11,730605.89,37.7,2328.72,11.45
Cotton,98684.51,470015.49,13.24,750.14,3.53
Sugarcane,197260.38,1300704.62,27.94,525,6.08
Wheat,254546.51,401283.49,33.06,1674.91,8.95
Rice,134617.52,368082.48,15.24,1854.8,4.17
Cotton,16779.18,91020.82,37.52,1119.69,0.63
Maize,242415,612585,18.86,330.1,9.26
Wheat,99609.15,204050.85,35.33,1195.32,3.77
Rice,261384.56,650295.44,30.54,814.33,10.54
Sugarcane,193003.63,1314236.37,27.67,1064.43,6.15
Wheat,220248.46,432851.54,36.34,1414.86,7.68
Potato,355994.58,2378805.42,39.14,1845.15,11.44
Wheat,298685.44,416784.56,39.92,2419.1,10.5
Cotton,244421.27,1239478.73,31.13,616.8,9.62
Rice,182764.74,451495.26,21.5,1795.78,6.6
Cotton,56006.21,228893.79,36.49,813.07,2.45
Cotton,339406.85,1168693.15,30.32,785.55,10.17
Maize,40076.97,92043.03,21.05,1693.82,1.58
Sugarcane,333895.75,2292119.25,38.11,2007.2,10.71
Wheat,209717.14,653172.86,32.93,2451.13,9.31
Rice,251675.75,808284.25,24.68,1991.43,9.74
Potato,141371.57,1034508.43,24.73,646.09,4.84
Sugarcane,45020.7,317754.3,39.89,795.89,1.48
Sugarcane,243093.58,1895476.42,22.46,1975.06,8.86
Rice,268618.37,855141.63,14.63,1459.37,11.75
Sugarcane,356945.87,2183704.13,27.08,949.9,10.37
Maize,368729.12,654930.88,36.78,1337.92,10.18
Sugarcane,228113.19,1663776.81,28.37,2312.75,7.77
Maize,36816.37,144263.63,34.21,1962.32,1.84
Wheat,274723.21,627226.79,13.54,1291.54,10.43
Wheat,94279.01,151420.99,30.86,2457.22,3.05
Cotton,123283.37,450366.63,14.22,2048.72,3.54
Maize,256743.21,501956.79,27.58,312.92,9.19
Potato,173762.87,1876437.13,25.94,547.21,8.74
Wheat,35410.38,72319.62,38.48,1518.73,1.33
Sugarcane,82405.98,746254.02,15.71,1069.9,3.4
Rice,193287.14,776252.86,12.27,2087.63,9.9
Rice,287707.21,986752.79,15.85,2270.51,11.42
Maize,105519.68,127040.32,16.78,829.43,3.56
Potato,217192.4,2133247.6,19.03,1979.23,9.25
Cotton,136454.73,843645.27,34.82,1477.87,6.31
Sugarcane,87179.53,1106705.47,22.55,1162.33,4.87
Maize,348183.06,629396.94,35.54,2030.92,10.83
Rice,163656.61,541003.39,19.61,1542.83,6.8
Maize,284592.27,476627.73,36.1,1697.62,8.46
Sugarcane,178947.46,1613892.54,12.23,436.96,7.31
Potato,205734.39,1692185.61,38.17,1588.94,7.9
Potato,171550.38,1359169.62,32.89,961.56,6.45
Wheat,157129.14,389290.86,23.56,1385.25,6.63
Sugarcane,291590.03,2221514.97,28.17,788.42,10.3
Wheat,133742.76,199527.24,38.12,1651.85,3.98
Wheat,275298.12,502751.88,28.31,624.43,8.97
Wheat,99573.71,260576.29,18.4,570.39,3.59
Maize,34533.64,89846.36,28.04,714.51,1.31
Rice,344562.85,1008217.15,36.4,2098.42,10.89
Potato,116129.98,1154310.02,39.65,373.77,5.22
Maize,228297.65,571442.35,28.35,1905.07,8.36
Rice,303600.94,521619.06,16.36,424.32,9.22
Potato,240486.7,2067833.3,33.61,1602.09,9.67
Sugarcane,86243.78,679101.22,39.91,2001.83,3.1
Potato,194277.24,1681322.76,25.26,808.36,8.04
Potato,273458.86,1903101.14,22.74,731.08,9.24
Potato,44310.89,406649.11,27.47,936.19,1.88
Cotton,65755.29,222994.71,16.61,1839.15,2.13
Sugarcane,146685.31,1009119.69,39.2,860.62,4.68
Maize,126578.45,288501.55,35.47,1403.89,3.97
Maize,198962.89,604197.11,15.16,595.83,9.67
Rice,248892.97,602727.03,38.46,1314.63,7.89
Maize,187484.92,368175.08,38.4,1674.4,6.23
Wheat,40136.99,102663.01,20.86,458,1.72
Potato,51734.86,376905.14,29.34,2093.93,1.79
Maize,152068.3,498091.7,15.1,2362.36,6.45
Rice,279474.15,537385.85,14.36,725.81,10.65
Rice,207177.76,688882.24,26.05,1970.75,9.41
Wheat,249680.27,767139.73,13.39,989.63,10.64
Rice,197763.35,489076.65,36.5,1788.79,7
Cotton,75440.33,147859.67,37.99,974.69,3.05
Potato,26330.59,178749.41,13.88,2197.15,0.87
Potato,353827.81,2431372.19,13.32,1063.64,11.31
Potato,163574.37,1229865.63,18.2,2167.43,5.97
Sugarcane,215810.23,2317699.77,38.04,1985.51,10.38
Maize,255197.73,628422.27,33.53,731.91,8.93
Cotton,285930.43,1182019.57,30.94,645.3,10.07
Maize,104736.48,133583.52,33.74,2015.24,2.92
Cotton,246554,494846,17.59,1158.67,8.31
Maize,205866.08,564893.92,19.18,2388.66,8.81
Wheat,232134.64,332555.36,20.89,2374.49,6.86
Rice,255342.2,777777.8,28.94,1825.66,10.11
Rice,333015.12,1005024.88,29.03,1401.28,11.86
Wheat,15877.48,21082.52,17.84,728.93,0.62
Cotton,189014.11,674485.89,24.23,2241.26,5.73
Sugarcane,215402.13,2022917.87,31.32,480.4,9.17
Cotton,264693.89,913956.11,20.67,1114.77,8.85
Rice,166686.14,453713.86,14.11,1002.28,5.88
Sugarcane,347156.47,2172458.53,17.53,2408.54,10.18
Maize,228116.39,542643.61,16.61,559.86,8.26
Sugarcane,217961.94,1451783.06,29.69,2258.33,6.81
Cotton,85010.4,474889.6,13.92,1304.16,3.64
Wheat,151299.67,236990.33,36.77,404.5,4.72
Maize,392204.84,797055.16,14.36,1903.51,11.87
Cotton,274265.34,1868534.66,28.74,521.93,10.92
Maize,296109.68,728630.32,38.03,821.41,8.5
Sugarcane,296245.19,2246154.81,13.75,2059.4,10.38
Rice,63356.95,183483.05,22.73,640.41,2.06
Cotton,95962.83,357787.17,21.18,1016.03,3.58
Wheat,328732.89,440287.11,21.64,1094.2,10.68
Sugarcane,137748.05,1288361.95,28.81,1595.37,5.91
Cotton,251339.71,792010.29,19.34,2037.85,7.3
Wheat,336172.05,489127.95,12.77,807.78,10.66
Cotton,155937.4,562362.6,38.94,752.72,5.15
Sugarcane,179102.16,1301992.84,32.97,788.19,6.04
Cotton,36498.2,215401.8,15.78,1139.55,1.79
Maize,387438.81,748541.19,24.74,1477.23,11.9
Sugarcane,315045.61,2506444.39,13.76,329.58,11.69
Cotton,123178.01,290971.99,12.78,2016.65,3.91
Rice,343662.4,695617.6,13.33,2338.78,10.3
Cotton,257688.64,605811.36,33.16,2155.74,8.98
Maize,68033.7,147966.3,24.46,381.81,2.19
Wheat,22828.86,34711.14,35.64,1453.91,0.77
Wheat,21295.29,29314.71,20.55,2090.86,0.66
Wheat,32435.67,71724.33,33.71,1057.05,1.26
Rice,210163.87,626276.13,14.18,2273.48,7.72
Maize,173937.54,433202.46,29.78,2251.14,6.16
Sugarcane,278690.76,2647309.24,22.1,611.75,11.96
Wheat,73729.58,247780.42,19.75,1385.99,3.8
Maize,252710.74,522729.26,34.82,356.47,8.85
Cotton,137452.73,338297.27,13.45,920.09,4.95
Rice,49154.09,84165.91,38.59,2086.12,1.63
Maize,246731.64,724908.36,34,2445.31,10.59
Maize,150540.44,338159.56,21.96,2309.31,5.1
Sugarcane,299890.98,2392274.02,39.76,393.68,11.04
Maize,324552.22,638987.78,17.67,2338.81,11.27
Sugarcane,339314.15,2082545.85,23.27,2109.83,9.93
Rice,21901.72,53778.28,36.78,2208.95,0.82
Rice,314273.98,720386.02,39.91,2312.62,11.61
Cotton,57693.81,221156.19,18.7,1374,1.93
Sugarcane,255354.13,2492285.87,32.81,764.68,11.21
Sugarcane,151554.18,1713875.82,20.56,346.25,7.48
Wheat,103809.16,264950.84,33.46,351.81,4.84
Wheat,242661.46,417578.54,15.51,1713.53,8.8
Cotton,204012.23,829987.77,21.41,1042.02,6.33
Rice,184886.15,741313.85,14.1,1390.97,9.64
Potato,174877.3,1314442.7,25.77,588.94,6.41
Wheat,104144.03,314175.97,31.64,2446.13,4.74
Maize,156909.77,261590.23,22.6,585.87,4.65
Rice,89897.8,427762.2,29.21,1278.57,4.57
Potato,138996.71,1319843.29,27.93,1275.38,5.94
Maize,45386.94,155853.06,20.25,319,1.77
Sugarcane,197257.53,1781747.47,25.63,1769.16,8.11
Rice,157720.18,280299.82,13.93,1484.06,4.43
Cotton,186422.11,620427.89,24.88,1394.49,6.96
Sugarcane,212805.15,1387324.85,24.83,2099.79,6.55
Sugarcane,252269.6,2283165.4,12.8,830.5,10.36
Maize,230580.49,546299.51,26.39,2194.41,10.41
Sugarcane,384671.49,2539963.51,32.66,2202.51,11.88
Wheat,96815.8,177864.2,24.66,2119.1,3.28
Rice,31635.34,82984.66,30.09,1051.08,0.9
Wheat,174091.42,273628.58,26.91,657.63,5.39
Maize,375883.62,465796.38,33.99,1345.39,10.81
Potato,163611.94,1643348.06,26.4,871.65,7.4
Maize,124550.79,316089.21,21.29,414.8,4.8
Rice,208364.45,676475.55,35.17,914.83,9.38
Sugarcane,269499.77,1857800.23,13.89,1332.08,8.69
Cotton,226578.43,1223771.57,20.1,548.02,8.71
Maize,184833.38,436706.62,28.56,2377.53,6.42
Rice,111416.23,708743.77,35.97,1743.42,6.6
Cotton,216250.04,635149.96,14.02,599.95,6.89
Sugarcane,168091.5,1517473.5,14.69,2086.54,6.86
Potato,79017.1,612422.9,19.91,2341.79,2.87
Maize,90080.93,188379.07,21.65,878.12,3.33
Potato,116612.85,1012827.15,35.62,615.16,4.8
Rice,253378.53,867521.47,38.85,1009.45,10.34
Potato,149182.04,1237177.96,12.48,2130.95,5.82
Potato,234180.49,2483579.51,12.43,685.21,11.15
Rice,323229.08,623210.92,36.21,2014.56,9.62
Rice,311818.97,630661.03,15.8,1875.78,10.41
Maize,68273.48,109566.52,21.5,1733.01,2.04
Potato,53211.88,461588.12,19.71,1253.3,2.21
Cotton,101690.12,430159.88,19.89,1106.89,3.22
Rice,237595.67,538124.33,21.2,487.57,8.12
Sugarcane,160934.2,1294330.8,21.41,1086.18,5.98
Potato,74996.78,504483.22,29.36,1624.05,2.45
Rice,262348.34,480371.66,29.61,2276.06,9.08
Cotton,161969.15,806030.85,26.64,2132.87,6.45
Maize,302300.32,564219.68,36.04,370.87,8.91
Potato,302129.24,2379270.76,35.68,605.5,10.96
Rice,319992.54,717747.46,18.08,2166.67,11.02
Rice,85889.95,279090.05,27.22,2366.5,3.96
Sugarcane,65807.06,503117.94,33.95,422.78,2.32
Sugarcane,126668.89,1216631.11,36.27,1842.75,5.49
Potato,42320.01,297759.99,19.15,1104.61,1.46
Rice,31328.11,82851.89,25.83,1101.44,1.01
Potato,318035.93,2469444.07,26.7,1713.87,11.75
Rice,359285.46,986014.54,31.59,2082.48,11.68
Sugarcane,116353.06,987651.94,21.25,904.64,4.55
Cotton,295257.56,1345392.44,20.22,1851.78,9.94
Wheat,110802.47,133847.53,31.76,1698.93,3.07
Wheat,132951.95,297338.05,23.18,1438.11,5.3
Rice,205897.48,940742.52,12.11,1625.34,8.85
Sugarcane,232236.49,1432993.51,38.26,339.72,6.83
Maize,266609.78,717630.22,16.19,308.95,9.94
Maize,294174.62,921545.38,16.16,1510.96,11.77
Wheat,21677.55,31662.45,34.91,1453.04,0.6
Cotton,260843.38,1251106.62,21.39,456.94,11.13
Wheat,112514.79,283335.21,21.19,1382.46,5.25
Rice,182297.11,343722.89,29.43,1966.56,5.19
Cotton,15891.78,67708.22,13.65,1490.65,0.51
Maize,314410.24,707269.76,18.63,1438.75,10.1
Sugarcane,281039.5,1972085.5,13.49,1879.4,9.23
Sugarcane,373391.74,2263578.26,20.16,678.06,10.78
Rice,55872.6,183707.4,36.36,1306.46,2.42
Wheat,87020.48,165189.52,37.46,625.71,2.97
Rice,80671.98,335788.02,20.66,1452.45,3.99
Sugarcane,192418,1421817,17.25,1602.27,6.6
Maize,114688.58,352591.42,15.79,567.68,4.47
Sugarcane,109625.08,854309.92,23.04,466.13,3.95
Cotton,68473.68,375926.32,35.14,666.81,2.6
Potato,63494.88,500625.12,35.87,1589.94,2.33
Sugarcane,116075.97,1350144.03,13.29,717.16,5.94
Sugarcane,155152.29,1237042.71,17.86,905.54,5.63
Potato,255162.52,1988957.48,17.69,1845.6,9.53
Cotton,217983.48,877066.52,35.2,846.36,9.97
Wheat,274391.47,559518.53,24.78,1174.56,8.56
Sugarcane,272720.37,2221239.63,22.32,2343.46,10.06
Rice,59217.48,120962.52,38.78,2114.99,1.75
Sugarcane,186928.74,1224481.26,37.91,862.04,5.76
Rice,119798.2,194141.8,24.32,1614.67,3.79
Cotton,95259.76,345290.24,15.59,1764.77,3.4
Sugarcane,180320.67,1943969.33,16.79,2280.53,8.7
Cotton,263532.96,1334767.04,15.14,1504.43,10.06
Cotton,38838.73,232311.27,31.05,1534.83,1.82
Wheat,39535.89,149674.11,27.53,2254.58,1.93
Sugarcane,254422.53,1641072.47,27.59,419.64,7.85
Rice,58826.09,169533.91,14.75,1681.91,2.16
Rice,230309.38,630770.62,34.21,1216.63,9.34
Sugarcane,295800.59,2160884.41,27,2301.48,10.03
Potato,204337.09,1397302.91,14.55,2413.19,6.51
Wheat,248633.28,601026.72,32.92,674.54,10.95
Wheat,20069.91,62880.09,39.48,919.23,0.73
Wheat,80681.31,154938.69,24.35,901.61,3.1
Rice,248301.07,638078.93,15.24,521.38,9.39
Cotton,327477.08,695522.92,14.84,1362.48,11.51
Potato,308090.16,2490789.84,12.72,1428.78,11.55
Wheat,11284.75,29035.25,33.57,1560.55,0.5
Rice,241991.2,403048.8,31.43,1758.51,7.77
Rice,20217.36,56122.64,28.36,438.42,0.81
Cotton,232392.4,1101357.6,33.44,1669.46,8.55
Sugarcane,232568.23,2033821.77,39.98,2310.38,9.33
Sugarcane,361798.35,2162471.65,23.25,1300.98,10.36
Wheat,209984.82,330135.18,31.76,534.77,6.59
Wheat,302419.1,580420.9,22.56,489.08,10.28
Potato,275185.3,2481814.7,21.86,919.85,11.12
Cotton,163774.72,1341575.28,35.83,1955.55,6.63
Wheat,201023.5,305916.5,28.09,874.2,6.53
Cotton,194290.6,353509.4,15.38,2091.53,6.32
Rice,191902.8,314097.2,23.3,2103.25,6.3
Wheat,317348.04,741051.96,34.3,1305.65,9.41
Rice,26630.72,96789.28,38.32,961.74,1.27
Maize,190601.64,428418.36,29.2,1614.87,5.7
Cotton,162359.23,877690.77,23.04,2083.17,6.53
Maize,98489.27,143070.73,19.06,442.06,2.97
Wheat,216851.09,266988.91,23.82,2397.53,6.72
Rice,172248.89,540111.11,27.84,1720.98,5.74
Wheat,183812.73,470547.27,12.12,1175.93,8.98
Maize,123905.9,318894.1,19.52,1413.24,4.56
Wheat,244332.62,668957.38,30.8,1148.3,11.42
Potato,150962.07,1039437.93,30.85,1207.74,5.26
Sugarcane,203022.64,1727367.36,30.28,1610.36,7.76
Maize,94212.78,153647.22,38.6,432.53,3.05
Wheat,224540.11,448089.89,27.92,685.83,8.42
Rice,133266.06,434113.94,19.55,799.49,6.41
Wheat,155028.3,246491.7,34.73,1196.53,4.44
Rice,129198.39,323561.61,22.9,1116.33,4.5
Sugarcane,141941.82,1051383.18,18.7,1888.85,4.82
Wheat,132070.63,437659.37,27.59,870.19,5.53
Sugarcane,79453.4,747736.6,20.09,425.56,3.35
Maize,112584.56,250115.44,23.09,421.97,3.69
Rice,323448.15,738271.85,31.41,324.89,11.52
Potato,99951.54,839648.46,39.89,383.66,3.96
Maize,259924.44,521995.56,30.05,2189.05,7.71
Rice,134496.72,309243.28,19.74,1833.93,4.47
Sugarcane,300172.82,2132677.18,14.53,2491.05,9.82
Cotton,234499.29,1303850.71,22.14,344.69,8.5
Wheat,112105.36,244474.64,12.54,2167.8,4.27
Sugarcane,226182.69,1902832.31,25.01,1831.32,8.74
Rice,238648.64,654551.36,30.48,1708.75,9.2
Rice,54403.4,174396.6,26.33,1084.37,2.09
Rice,146272.07,470387.93,36.23,1128.8,7.15
Rice,267835.44,812144.56,25.83,2160.23,9.79
Wheat,32059.54,45010.46,24.95,1869.66,1.08
Maize,220204.35,339595.65,20.67,1774.7,6.34
Potato,326681.63,2066838.37,35.45,367.43,10.16
Cotton,280891.46,913158.54,37.3,705.5,11.46
Wheat,216528.91,546821.09,39.38,2417.77,8.04
Rice,121262.83,317637.17,39.47,1299.62,4.27
Wheat,205237.69,325222.31,39.45,2019.07,7.46
Sugarcane,20163.41,177551.59,31.93,1156.52,0.81
Potato,152307.02,1274732.98,27.75,1981.51,5.74
Rice,265731.39,587208.61,16.83,562.27,8.86
Cotton,19959.22,125790.78,33.48,392.68,0.92
Rice,226546.48,493293.52,32.58,1325.59,7.44
Potato,242534.92,1537905.08,35.59,1601.62,7.27
Cotton,61490.58,248159.42,24.95,1012.14,2.68
Potato,153257.01,1497582.99,36.99,1875.21,7.05
Cotton,132977.21,572122.79,32.12,1390.8,5.21
Maize,182250.24,418949.76,16.79,2342.3,6.01
Maize,120273.17,259886.83,17.79,486.98,4.24
Wheat,281610.84,481109.16,34.8,446.45,9.82
Wheat,112664.79,271425.21,23.92,2291.27,4.71
Cotton,240308.33,933391.67,18.97,1772.04,9.59
Rice,39058.75,87221.25,23.83,1776.46,1.38
Sugarcane,93458.44,814266.56,16.52,360.62,3.7
Sugarcane,147968.89,1120676.11,36.97,2362.89,5.13
Rice,147617.92,321862.08,14,1998.02,5.15
Rice,127880.12,406719.88,21.89,1981.49,5.57
Maize,210890.25,570489.75,27.59,2306.25,8
Sugarcane,160441.68,1581753.32,36.46,1571.94,7.1
Cotton,189485.37,953414.63,33.88,1168.27,6.49
Potato,225030.21,2204969.79,12.63,1357.49,10.13
Wheat,64559.83,116250.17,35.11,2009.93,2.76
Potato,167378.66,2252781.34,29.87,1991.21,10.39
Maize,245605.25,787594.75,15.73,1641.09,9.83
Sugarcane,55977.03,611927.97,29.29,779.78,2.75
Rice,190110.11,557669.89,34.9,2101.55,7.68
Sugarcane,89148.44,657191.56,28.86,1723.93,3.07
Cotton,347736.08,1220863.92,39.98,786.78,11.34
Maize,223305.64,369434.36,26.2,1357.42,6.17
Rice,72989.73,218290.27,30.85,2493.85,2.84
Potato,183968.16,1687671.84,13.97,1022.44,7.82
Cotton,219032.8,642817.2,34.77,556.43,8.63
Potato,188887.58,1576432.42,29.47,347.67,7.46
Wheat,91817.06,148842.94,27.71,706.19,3.28
Maize,270870.08,646949.92,31.85,711.33,8.95
Cotton,322342.98,1035607.02,27.69,2187.75,11.19
Cotton,310883.16,665916.84,33.46,643.54,11.45
Potato,204716.13,1832403.87,28.34,2197.83,8.31
Rice,236220.69,823739.31,26.56,490.78,10.16
Wheat,354762.52,505397.48,15.78,2294.62,11.75
Potato,29422.09,203017.91,25.21,863.98,1
Cotton,168214.7,579785.3,27.07,1645.3,5.99
Maize,131859.14,228320.86,29.49,651.4,3.85
Cotton,173171.08,743678.92,24.76,1158.12,5.96
Sugarcane,325916.82,2413218.18,16.11,488.69,11.04
Maize,368260.49,770419.51,16.21,1574.96,11.81
Maize,330400.37,756979.63,32.19,1060.93,10.91
Cotton,89926.9,170223.1,30.52,2174.73,2.77
Rice,227731.5,617948.5,19.27,700,9.73
Maize,265075.58,760204.42,24.48,915.97,9.9
Sugarcane,191178.45,1546606.55,20.59,689.96,7.16
Potato,237245.75,1815714.25,17.07,1540.41,8.72
Rice,260299.93,865660.07,21.13,545.84,10.91
Rice,356235.39,874224.61,19.36,716.59,11.93
Rice,32048.39,53311.61,14.31,1792.68,0.96
Maize,103840.71,268399.29,26.13,463.71,3.46
Rice,383150.18,590129.82,24.62,1934.96,11.25
Cotton,157087.68,468262.32,32.01,529.53,4.29
Rice,50896.85,152603.15,29.37,1588.08,1.72
Sugarcane,81611.06,925338.94,21.61,2495.18,4.1
Wheat,177331.48,227338.52,25.9,682.56,6.46
Sugarcane,114189.48,1104195.52,27.01,874.39,4.94
Maize,278226.43,601433.57,37.69,2276.54,9.57
Rice,181662.87,621777.13,39.49,1677.83,7.53
Rice,115325.56,514754.44,34.84,1383.57,5.5
Cotton,363936,753664,27.74,1537.95,11.97
Potato,303408.13,2290511.87,37.99,950.09,10.69
Rice,257474.05,915785.95,16.99,2181.71,10.42
Sugarcane,212467.25,1511807.75,31.5,1939.59,7.02
Maize,275212.6,739987.4,24.89,1713.43,9.47
Wheat,123663.86,233966.14,16.05,2349.83,4.36
Rice,126384.84,378295.16,14.11,1571.84,4.29
Wheat,256676.02,417213.98,25.46,1426.13,10.76
Rice,196266.54,605633.46,18.69,2446.53,7.36
Maize,117810.48,197549.52,19.01,753.23,4.45
Potato,268286.29,2205633.71,20.97,612.33,10.22
Sugarcane,184209.51,1174000.49,32.11,657.02,5.59
Maize,114182.52,400797.48,16.59,2476.77,5.1
Wheat,25120.98,35359.02,32.09,1734.95,0.8
Rice,221788.41,610031.59,33.92,973.03,8.31
Wheat,225547.06,260182.94,28.65,847.75,6.63
Sugarcane,110990.57,904079.43,18.93,424.6,4.09
Maize,67099.98,125680.02,13.44,590.28,2.1
Wheat,73860.66,110099.34,23.42,2297.98,2.6
Wheat,106702.38,91747.62,35.73,1944.15,3.09
Sugarcane,315645.13,2228154.87,14.85,2371.43,10.45
Rice,183012.97,346087.03,32.86,1232.21,6.03
Wheat,275516.81,403413.19,25.1,1622.72,8.5
Sugarcane,184814.39,1235870.61,37.17,1364.08,5.81
Rice,172428.66,274171.34,21.97,2239.05,5.95
Potato,241060.82,2122699.18,31.73,2481.04,9.95
Rice,308365.36,385294.64,32.72,2352.11,9.37
Potato,66161.4,710718.6,17.56,1615.72,3.17
Maize,244903.88,461956.12,16.43,435.96,7.7
Sugarcane,213785.73,1805364.27,14.6,1658.56,8.32
Rice,110062.66,386697.34,31.64,513.5,5.16
Potato,36675.68,280484.32,27.35,605.41,1.29
Potato,136693.06,1000666.94,14.43,720.96,4.77
Maize,113094.86,322325.14,20.63,1099.69,4.62
Cotton,249118.67,1109381.33,15.99,1601.93,8.44
Sugarcane,237242.21,2156232.79,14.6,1033.82,9.81
Cotton,136936.22,432313.78,20.37,1294.99,5.05
Rice,168287.1,540552.9,14.7,404.04,7.93
Sugarcane,233041.82,1711453.18,19.29,1663.47,7.89
Maize,209456.31,549783.69,27.48,1745.47,7.95
Rice,187538.43,533181.57,27.71,518.66,6.87
Sugarcane,184528.55,1694551.45,16.7,2027.26,7.74
Sugarcane,253605.37,2344689.63,17.35,1724.41,10.48
Cotton,296448.31,1550451.69,35.94,1377.4,11.1
Rice,48487.16,87692.84,16.67,1516.29,1.56
Maize,13557.1,49262.9,13.28,1406.7,0.64
Maize,149347.63,401812.37,18.85,418.34,6.47
Rice,172737.58,256042.42,28.14,1917.33,5.25
Rice,167316.62,421183.38,12.2,1425.98,5.69
Potato,145646.57,1246953.43,39.58,680.21,5.77
Wheat,286940.58,639159.42,18.45,1797.61,10.79
Cotton,250492.11,1024957.89,18.67,1829.14,7.82
Rice,165349.04,437670.96,32.68,769.69,5.59
Rice,140045.78,433274.22,18.95,2052.29,5.73
Wheat,340734.9,466295.1,23.09,1304.31,10.21
Wheat,88636.48,192343.52,27.23,697.34,3
Sugarcane,15684.26,148045.74,12.61,1746.76,0.67
Maize,179351.2,440748.8,35.44,1612.8,6
Cotton,361396.99,600553.01,26.34,674.89,11.55
Sugarcane,296985.82,2111399.18,20.76,2219.17,9.87
Rice,157055.48,354884.52,23.19,2179.98,5.2
Wheat,92794.64,124135.36,13.56,2139.74,2.51
Potato,192754.33,1535965.67,32.1,1178.3,7.06
Maize,344216.23,750543.77,27.11,2114.17,10.62
Sugarcane,228788.17,1918356.83,37.59,2158.55,8.75
Potato,155194.8,1449565.2,25,2492.39,6.71
Maize,267706.51,662173.49,35.2,2406.73,8.95
Potato,318783.84,2472776.16,17.27,1142.26,11.59
Wheat,155066.92,483543.08,13.58,736.05,6.86
Sugarcane,181303.73,1513081.27,38.56,943.42,6.89
Sugarcane,160569.99,1309570.01,19.19,1388.52,6
Maize,245694.53,468905.47,35.34,2072.01,7.02
Potato,193461.9,1691378.1,19.21,1890.56,7.8
Wheat,84759.38,150230.62,16.36,2032.97,2.85
Rice,227106.07,405393.93,32.51,1135.84,7.03
Sugarcane,18941.77,140098.23,33.8,843.19,0.65
Rice,303816.31,753063.69,35.62,353.09,11.29
Wheat,32487.22,45002.78,36.22,1677.6,0.94
Sugarcane,294939.52,2531310.48,25.53,2049.08,11.52
Sugarcane,293937.31,2554362.69,23.21,2256.11,11.64
Potato,213755.82,1355364.18,33.03,1347.72,6.56
Rice,96540.84,352479.16,27.94,2340.82,4.32
Potato,66883.03,536596.97,39.03,745.31,2.63
Cotton,48602.86,182397.14,22.52,1431.63,2.37
Rice,74143.85,240456.15,13.2,770.29,3.24
Rice,112655.57,560764.43,28.5,713.77,5.98
